Store,Dept,Date,IsHoliday,Weekly_Pred
5,40,2011-04-08,FALSE,20274.18
5,40,2011-04-15,FALSE,20180.5
5,40,2011-04-22,FALSE,19405.79
5,40,2011-04-29,FALSE,19193.89
5,41,2011-03-04,FALSE,246.88
5,41,2011-03-11,FALSE,96
5,41,2011-03-18,FALSE,207.59
5,41,2011-03-25,FALSE,175
5,41,2011-04-01,FALSE,230.47
5,41,2011-04-08,FALSE,141.47
5,41,2011-04-15,FALSE,95
5,41,2011-04-22,FALSE,123.47
5,41,2011-04-29,FALSE,95.4
5,42,2011-03-04,FALSE,3489.94
5,42,2011-03-11,FALSE,2964.19
5,42,2011-03-18,FALSE,3325.89
5,42,2011-03-25,FALSE,2968.68
5,42,2011-04-01,FALSE,3591.04
5,42,2011-04-08,FALSE,2697.25
5,42,2011-04-15,FALSE,3914.49
5,42,2011-04-22,FALSE,2890.95
5,42,2011-04-29,FALSE,2892.56
5,44,2011-03-04,FALSE,1225.17
5,44,2011-03-11,FALSE,1121.85
5,44,2011-03-18,FALSE,1066.8
5,44,2011-03-25,FALSE,1579
5,44,2011-04-01,FALSE,1448.16
5,44,2011-04-08,FALSE,1086.63
5,44,2011-04-15,FALSE,1511.96
5,44,2011-04-22,FALSE,895.32
5,44,2011-04-29,FALSE,1232.78
5,45,2011-03-04,FALSE,26.88
5,45,2011-03-11,FALSE,1.51
5,45,2011-03-18,FALSE,3.36
5,45,2011-03-25,FALSE,0
5,45,2011-04-08,FALSE,9.92
5,45,2011-04-15,FALSE,4.96
5,45,2011-04-29,FALSE,0
5,46,2011-03-04,FALSE,3956.95
5,46,2011-03-11,FALSE,5143.4
5,46,2011-03-18,FALSE,4566.55
5,46,2011-03-25,FALSE,3903.26
5,46,2011-04-01,FALSE,4789.12
5,46,2011-04-08,FALSE,5290.88
5,46,2011-04-15,FALSE,4478.74
5,46,2011-04-22,FALSE,4747.79
5,46,2011-04-29,FALSE,4791.47
5,52,2011-03-04,FALSE,912.14
5,52,2011-03-11,FALSE,670.32
5,52,2011-03-18,FALSE,561.22
5,52,2011-03-25,FALSE,552.21
5,52,2011-04-01,FALSE,870.52
5,52,2011-04-08,FALSE,592.64
5,52,2011-04-15,FALSE,340.41
5,52,2011-04-22,FALSE,437.68
5,52,2011-04-29,FALSE,548.07
5,54,2011-03-11,FALSE,198
5,54,2011-03-18,FALSE,9
5,54,2011-03-25,FALSE,80
5,54,2011-04-01,FALSE,44
5,54,2011-04-15,FALSE,152
5,54,2011-04-22,FALSE,8
5,54,2011-04-29,FALSE,83
5,55,2011-03-04,FALSE,2855.76
5,55,2011-03-11,FALSE,2864.24
5,55,2011-03-18,FALSE,3213.9
5,55,2011-03-25,FALSE,2558.1
5,55,2011-04-01,FALSE,3209.39
5,55,2011-04-08,FALSE,3264.52
5,55,2011-04-15,FALSE,2250.92
5,55,2011-04-22,FALSE,3342
5,55,2011-04-29,FALSE,2382.86
5,56,2011-03-04,FALSE,1766
5,56,2011-03-11,FALSE,2194
5,56,2011-03-18,FALSE,3186.25
5,56,2011-03-25,FALSE,2201
5,56,2011-04-01,FALSE,4950.95
5,56,2011-04-08,FALSE,4371.55
5,56,2011-04-15,FALSE,2895.94
5,56,2011-04-22,FALSE,2214.73
5,56,2011-04-29,FALSE,1702.3
5,58,2011-03-04,FALSE,800
5,58,2011-03-11,FALSE,0
5,58,2011-03-18,FALSE,0
5,58,2011-04-15,FALSE,445
5,58,2011-04-22,FALSE,1160
5,58,2011-04-29,FALSE,1310
5,59,2011-03-04,FALSE,14.92
5,59,2011-03-11,FALSE,92.64
5,59,2011-03-18,FALSE,106.47
5,59,2011-03-25,FALSE,45.02
5,59,2011-04-01,FALSE,21.35
5,59,2011-04-08,FALSE,76.35
5,59,2011-04-15,FALSE,95.62
5,59,2011-04-22,FALSE,57.74
5,59,2011-04-29,FALSE,57.27
5,60,2011-03-04,FALSE,272.8
5,60,2011-03-11,FALSE,220
5,60,2011-03-18,FALSE,140.8
5,60,2011-03-25,FALSE,184.8
5,60,2011-04-01,FALSE,193.6
5,60,2011-04-08,FALSE,264
5,60,2011-04-15,FALSE,176
5,60,2011-04-22,FALSE,220
5,60,2011-04-29,FALSE,237.6
5,67,2011-03-04,FALSE,1981.38
5,67,2011-03-11,FALSE,2041.23
5,67,2011-03-18,FALSE,1711.53
5,67,2011-03-25,FALSE,2139
5,67,2011-04-01,FALSE,3207.68
5,67,2011-04-08,FALSE,2334.64
5,67,2011-04-15,FALSE,2373.84
5,67,2011-04-22,FALSE,2150.6
5,67,2011-04-29,FALSE,2729.98
5,71,2011-03-04,FALSE,387.5
5,71,2011-03-11,FALSE,295.92
5,71,2011-03-18,FALSE,288.5
5,71,2011-03-25,FALSE,419.5
5,71,2011-04-01,FALSE,656
5,71,2011-04-08,FALSE,447
5,71,2011-04-15,FALSE,449.5
5,71,2011-04-22,FALSE,417.5
5,71,2011-04-29,FALSE,251
5,72,2011-03-04,FALSE,12934.41
5,72,2011-03-11,FALSE,9449.8
5,72,2011-03-18,FALSE,7107.16
5,72,2011-03-25,FALSE,8648.7
5,72,2011-04-01,FALSE,7965.45
5,72,2011-04-08,FALSE,8012.07
5,72,2011-04-15,FALSE,7949.34
5,72,2011-04-22,FALSE,8018.05
5,72,2011-04-29,FALSE,8122.86
5,74,2011-03-04,FALSE,3187.57
5,74,2011-03-11,FALSE,3475.69
5,74,2011-03-18,FALSE,2692
5,74,2011-03-25,FALSE,2595.74
5,74,2011-04-01,FALSE,3350.18
5,74,2011-04-08,FALSE,3649.75
5,74,2011-04-15,FALSE,3510.73
5,74,2011-04-22,FALSE,3484.05
5,74,2011-04-29,FALSE,3518.99
5,79,2011-03-04,FALSE,5087.36
5,79,2011-03-11,FALSE,4524.51
5,79,2011-03-18,FALSE,4382.31
5,79,2011-03-25,FALSE,4823.73
5,79,2011-04-01,FALSE,5707.43
5,79,2011-04-08,FALSE,5088.02
5,79,2011-04-15,FALSE,5320.64
5,79,2011-04-22,FALSE,4604.24
5,79,2011-04-29,FALSE,4701.9
5,80,2011-04-15,FALSE,0
5,81,2011-03-04,FALSE,2273.29
5,81,2011-03-11,FALSE,2453.62
5,81,2011-03-18,FALSE,2404.68
5,81,2011-03-25,FALSE,2278.59
5,81,2011-04-01,FALSE,2478.74
5,81,2011-04-08,FALSE,2275.93
5,81,2011-04-15,FALSE,2558.18
5,81,2011-04-22,FALSE,2418.03
5,81,2011-04-29,FALSE,2517.87
5,82,2011-03-04,FALSE,3404.45
5,82,2011-03-11,FALSE,3177.89
5,82,2011-03-18,FALSE,3404.29
5,82,2011-03-25,FALSE,3137.55
5,82,2011-04-01,FALSE,3369.34
5,82,2011-04-08,FALSE,3655.62
5,82,2011-04-15,FALSE,3081.23
5,82,2011-04-22,FALSE,3116.99
5,82,2011-04-29,FALSE,3408.94
5,85,2011-03-04,FALSE,896.27
5,85,2011-03-11,FALSE,896.26
5,85,2011-03-18,FALSE,745.84
5,85,2011-03-25,FALSE,940.17
5,85,2011-04-01,FALSE,1089.57
5,85,2011-04-08,FALSE,1110.62
5,85,2011-04-15,FALSE,1543.26
5,85,2011-04-22,FALSE,1206.87
5,85,2011-04-29,FALSE,802.82
5,87,2011-03-04,FALSE,9472.89
5,87,2011-03-11,FALSE,8988.38
5,87,2011-03-18,FALSE,8176.45
5,87,2011-03-25,FALSE,6982.02
5,87,2011-04-01,FALSE,7591.72
5,87,2011-04-08,FALSE,8006.27
5,87,2011-04-15,FALSE,7459.28
5,87,2011-04-22,FALSE,7702.03
5,87,2011-04-29,FALSE,8266.53
5,90,2011-03-04,FALSE,2112.53
5,90,2011-03-11,FALSE,2026.52
5,90,2011-03-18,FALSE,2201.04
5,90,2011-03-25,FALSE,2265.49
5,90,2011-04-01,FALSE,2429.78
5,90,2011-04-08,FALSE,2628.47
5,90,2011-04-15,FALSE,2771.09
5,90,2011-04-22,FALSE,2751.57
5,90,2011-04-29,FALSE,2691.79
5,91,2011-03-04,FALSE,95.06
5,91,2011-03-11,FALSE,108.64
5,91,2011-03-18,FALSE,419.7
5,91,2011-03-25,FALSE,1094.31
5,91,2011-04-01,FALSE,1111.46
5,91,2011-04-08,FALSE,1207.86
5,91,2011-04-15,FALSE,1317.9
5,91,2011-04-22,FALSE,1363.31
5,91,2011-04-29,FALSE,1341.3
5,92,2011-03-04,FALSE,6136.78
5,92,2011-03-11,FALSE,6121.68
5,92,2011-03-18,FALSE,6528.06
5,92,2011-03-25,FALSE,6638.75
5,92,2011-04-01,FALSE,6967.15
5,92,2011-04-08,FALSE,7281.32
5,92,2011-04-15,FALSE,7513.29
5,92,2011-04-22,FALSE,7257.3
5,92,2011-04-29,FALSE,6891.36
5,94,2011-03-04,FALSE,0
5,94,2011-03-18,FALSE,0
5,94,2011-03-25,FALSE,0
5,94,2011-04-01,FALSE,2.76
5,94,2011-04-08,FALSE,1.84
5,94,2011-04-22,FALSE,0
5,94,2011-04-29,FALSE,0.92
5,95,2011-03-04,FALSE,14826.43
5,95,2011-03-11,FALSE,16265.36
5,95,2011-03-18,FALSE,17217.57
5,95,2011-03-25,FALSE,15680.11
5,95,2011-04-01,FALSE,17251
5,95,2011-04-08,FALSE,18044.91
5,95,2011-04-15,FALSE,18143.69
5,95,2011-04-22,FALSE,17723.06
5,95,2011-04-29,FALSE,18889.51
5,96,2011-03-04,FALSE,1591.64
5,96,2011-03-11,FALSE,2309.77
5,96,2011-03-18,FALSE,4129.33
5,96,2011-03-25,FALSE,3747.22
5,96,2011-04-01,FALSE,4306.9
5,96,2011-04-08,FALSE,5310.97
5,96,2011-04-15,FALSE,4595.15
5,96,2011-04-22,FALSE,5225.91
5,96,2011-04-29,FALSE,4960.14
5,97,2011-03-04,FALSE,0
5,97,2011-03-11,FALSE,0
5,97,2011-03-18,FALSE,0
5,97,2011-03-25,FALSE,0
5,97,2011-04-01,FALSE,0
5,97,2011-04-08,FALSE,0
5,97,2011-04-15,FALSE,0
5,97,2011-04-22,FALSE,0
5,97,2011-04-29,FALSE,0
6,1,2011-03-04,FALSE,22839.36
6,1,2011-03-11,FALSE,24071.96
6,1,2011-03-18,FALSE,26866.9
6,1,2011-03-25,FALSE,28291.37
6,1,2011-04-01,FALSE,62544.57
6,1,2011-04-08,FALSE,44695.23
6,1,2011-04-15,FALSE,20110.25
6,1,2011-04-22,FALSE,19254.91
6,1,2011-04-29,FALSE,18597.43
6,2,2011-03-04,FALSE,52939.75
6,2,2011-03-11,FALSE,48955.65
6,2,2011-03-18,FALSE,50273.44
6,2,2011-03-25,FALSE,44998.39
6,2,2011-04-01,FALSE,51797.78
6,2,2011-04-08,FALSE,51779.46
6,2,2011-04-15,FALSE,49805.92
6,2,2011-04-22,FALSE,49073.93
6,2,2011-04-29,FALSE,48575.8
6,3,2011-03-04,FALSE,12796.73
6,3,2011-03-11,FALSE,13118.16
6,3,2011-03-18,FALSE,11713.47
6,3,2011-03-25,FALSE,10987.44
6,3,2011-04-01,FALSE,12982.37
6,3,2011-04-08,FALSE,11162.86
6,3,2011-04-15,FALSE,11086.42
6,3,2011-04-22,FALSE,11218.05
6,3,2011-04-29,FALSE,10579.2
6,4,2011-03-04,FALSE,35574.46
6,4,2011-03-11,FALSE,31638.2
6,4,2011-03-18,FALSE,34283.08
6,4,2011-03-25,FALSE,31010.77
6,4,2011-04-01,FALSE,36352.84
6,4,2011-04-08,FALSE,35262.5
6,4,2011-04-15,FALSE,32328.1
6,4,2011-04-22,FALSE,33770.05
6,4,2011-04-29,FALSE,31323.21
6,5,2011-03-04,FALSE,30961.7
6,5,2011-03-11,FALSE,37323.42
6,5,2011-03-18,FALSE,44039.55
6,5,2011-03-25,FALSE,55796.01
6,5,2011-04-01,FALSE,47694.95
6,5,2011-04-08,FALSE,30773.93
6,5,2011-04-15,FALSE,25241.08
6,5,2011-04-22,FALSE,39131.13
6,5,2011-04-29,FALSE,36281.09
6,6,2011-03-04,FALSE,7095.8
6,6,2011-03-11,FALSE,7190.32
6,6,2011-03-18,FALSE,7600.89
6,6,2011-03-25,FALSE,4536.57
6,6,2011-04-01,FALSE,8788.12
6,6,2011-04-08,FALSE,9676.97
6,6,2011-04-15,FALSE,11054.07
6,6,2011-04-22,FALSE,9995.09
6,6,2011-04-29,FALSE,9521.03
6,7,2011-03-04,FALSE,24497.11
6,7,2011-03-11,FALSE,24257.29
6,7,2011-03-18,FALSE,36842.02
6,7,2011-03-25,FALSE,25204.85
6,7,2011-04-01,FALSE,35900.99
6,7,2011-04-08,FALSE,26644.87
6,7,2011-04-15,FALSE,22259.96
6,7,2011-04-22,FALSE,24600.09
6,7,2011-04-29,FALSE,23921.68
6,8,2011-03-04,FALSE,51231.65
6,8,2011-03-11,FALSE,43859.76
6,8,2011-03-18,FALSE,43248.95
6,8,2011-03-25,FALSE,41319.11
6,8,2011-04-01,FALSE,47987.8
6,8,2011-04-08,FALSE,43243.55
6,8,2011-04-15,FALSE,44709.43
6,8,2011-04-22,FALSE,47581.75
6,8,2011-04-29,FALSE,47811.7
6,9,2011-03-04,FALSE,36743.32
6,9,2011-03-11,FALSE,41084.65
6,9,2011-03-18,FALSE,67777.2
6,9,2011-03-25,FALSE,40950.14
6,9,2011-04-01,FALSE,55064.21
6,9,2011-04-08,FALSE,48493.84
6,9,2011-04-15,FALSE,46593.06
6,9,2011-04-22,FALSE,45514.32
6,9,2011-04-29,FALSE,45263.7
6,10,2011-03-04,FALSE,48687.86
6,10,2011-03-11,FALSE,53733.68
6,10,2011-03-18,FALSE,54970.97
6,10,2011-03-25,FALSE,43264.62
6,10,2011-04-01,FALSE,56057.6
6,10,2011-04-08,FALSE,49143.1
6,10,2011-04-15,FALSE,46084.7
6,10,2011-04-22,FALSE,49601.41
6,10,2011-04-29,FALSE,48543.45
6,11,2011-03-04,FALSE,18121.14
6,11,2011-03-11,FALSE,17838.3
6,11,2011-03-18,FALSE,18175.86
6,11,2011-03-25,FALSE,15760.15
6,11,2011-04-01,FALSE,18772.72
6,11,2011-04-08,FALSE,20968.85
6,11,2011-04-15,FALSE,16603.93
6,11,2011-04-22,FALSE,16795.09
6,11,2011-04-29,FALSE,19421.63
6,12,2011-03-04,FALSE,7409.59
6,12,2011-03-11,FALSE,6687.7
6,12,2011-03-18,FALSE,9018.47
6,12,2011-03-25,FALSE,7294.21
6,12,2011-04-01,FALSE,9575.68
6,12,2011-04-08,FALSE,7064.34
6,12,2011-04-15,FALSE,7093.96
6,12,2011-04-22,FALSE,7368.03
6,12,2011-04-29,FALSE,7903.76
6,13,2011-03-04,FALSE,42087.87
6,13,2011-03-11,FALSE,38695.65
6,13,2011-03-18,FALSE,38558.46
6,13,2011-03-25,FALSE,36138.44
6,13,2011-04-01,FALSE,40878.09
6,13,2011-04-08,FALSE,41644.32
6,13,2011-04-15,FALSE,39654.46
6,13,2011-04-22,FALSE,39982.11
6,13,2011-04-29,FALSE,39753.98
6,14,2011-03-04,FALSE,27423.65
6,14,2011-03-11,FALSE,23861.79
6,14,2011-03-18,FALSE,23889.35
6,14,2011-03-25,FALSE,21586.93
6,14,2011-04-01,FALSE,25308.71
6,14,2011-04-08,FALSE,21850.61
6,14,2011-04-15,FALSE,20166.2
6,14,2011-04-22,FALSE,21058.61
6,14,2011-04-29,FALSE,20107.39
6,16,2011-03-04,FALSE,30437.18
6,16,2011-03-11,FALSE,38650.5
6,16,2011-03-18,FALSE,51103.29
6,16,2011-03-25,FALSE,37527.31
6,16,2011-04-01,FALSE,60799.86
6,16,2011-04-08,FALSE,56726.3
6,16,2011-04-15,FALSE,51873.65
6,16,2011-04-22,FALSE,53012.56
6,16,2011-04-29,FALSE,56361.64
6,17,2011-03-04,FALSE,18297.48
6,17,2011-03-11,FALSE,18555.34
6,17,2011-03-18,FALSE,19211.44
6,17,2011-03-25,FALSE,16383.43
6,17,2011-04-01,FALSE,15634.28
6,17,2011-04-08,FALSE,13623.59
6,17,2011-04-15,FALSE,14643.02
6,17,2011-04-22,FALSE,15362.62
6,17,2011-04-29,FALSE,14948.19
6,18,2011-03-04,FALSE,358.89
6,18,2011-03-11,FALSE,1635.23
6,18,2011-03-18,FALSE,2980.36
6,18,2011-03-25,FALSE,5663.9
6,18,2011-04-01,FALSE,22216.74
6,18,2011-04-08,FALSE,10642.7
6,18,2011-04-15,FALSE,871.93
6,18,2011-04-22,FALSE,10.4
6,18,2011-04-29,FALSE,0
6,19,2011-03-04,FALSE,2822.61
6,19,2011-03-11,FALSE,3337.57
6,19,2011-03-18,FALSE,3275.13
6,19,2011-03-25,FALSE,2890.78
6,19,2011-04-01,FALSE,2723.31
6,19,2011-04-08,FALSE,2280.37
6,19,2011-04-15,FALSE,2443.87
6,19,2011-04-22,FALSE,2494.22
6,19,2011-04-29,FALSE,2767.32
6,20,2011-03-04,FALSE,9585.03
6,20,2011-03-11,FALSE,9813.22
6,20,2011-03-18,FALSE,10700.04
6,20,2011-03-25,FALSE,10021.23
6,20,2011-04-01,FALSE,9861.52
6,20,2011-04-08,FALSE,8629.22
6,20,2011-04-15,FALSE,8213.36
6,20,2011-04-22,FALSE,9863.33
6,20,2011-04-29,FALSE,9261.02
6,21,2011-03-04,FALSE,12710.71
6,21,2011-03-11,FALSE,11918.32
6,21,2011-03-18,FALSE,12955.85
6,21,2011-03-25,FALSE,10822.28
6,21,2011-04-01,FALSE,13123.41
6,21,2011-04-08,FALSE,10801.33
6,21,2011-04-15,FALSE,11131.7
6,21,2011-04-22,FALSE,10458.07
6,21,2011-04-29,FALSE,12380.25
6,22,2011-03-04,FALSE,17283.41
6,22,2011-03-11,FALSE,18689.62
6,22,2011-03-18,FALSE,15951.88
6,22,2011-03-25,FALSE,16089.76
6,22,2011-04-01,FALSE,17570.33
6,22,2011-04-08,FALSE,14681.22
6,22,2011-04-15,FALSE,14759.46
6,22,2011-04-22,FALSE,17591.76
6,22,2011-04-29,FALSE,16261.63
6,23,2011-03-04,FALSE,27001.69
6,23,2011-03-11,FALSE,25709.9
6,23,2011-03-18,FALSE,30594.58
6,23,2011-03-25,FALSE,26710.76
6,23,2011-04-01,FALSE,31044.79
6,23,2011-04-08,FALSE,29963.3
6,23,2011-04-15,FALSE,28859.2
6,23,2011-04-22,FALSE,29567.96
6,23,2011-04-29,FALSE,30268.64
6,24,2011-03-04,FALSE,7802.98
6,24,2011-03-11,FALSE,6633.17
6,24,2011-03-18,FALSE,8210.18
6,24,2011-03-25,FALSE,5191.92
6,24,2011-04-01,FALSE,7960.04
6,24,2011-04-08,FALSE,7325.95
6,24,2011-04-15,FALSE,6007.41
6,24,2011-04-22,FALSE,6048.08
6,24,2011-04-29,FALSE,5131.96
6,25,2011-03-04,FALSE,13527
6,25,2011-03-11,FALSE,16981.75
6,25,2011-03-18,FALSE,22600.5
6,25,2011-03-25,FALSE,17656.5
6,25,2011-04-01,FALSE,23015.25
6,25,2011-04-08,FALSE,22233
6,25,2011-04-15,FALSE,19086.25
6,25,2011-04-22,FALSE,20831.5
6,25,2011-04-29,FALSE,19083.75
6,26,2011-03-04,FALSE,11962.16
6,26,2011-03-11,FALSE,11407.46
6,26,2011-03-18,FALSE,11832.85
6,26,2011-03-25,FALSE,9600.3
6,26,2011-04-01,FALSE,13626.7
6,26,2011-04-08,FALSE,12230.29
6,26,2011-04-15,FALSE,10100.28
6,26,2011-04-22,FALSE,10215.92
6,26,2011-04-29,FALSE,9018.52
6,27,2011-03-04,FALSE,1865.5
6,27,2011-03-11,FALSE,1677.5
6,27,2011-03-18,FALSE,1816
6,27,2011-03-25,FALSE,1395
6,27,2011-04-01,FALSE,1231.5
6,27,2011-04-08,FALSE,1274
6,27,2011-04-15,FALSE,1365
6,27,2011-04-22,FALSE,1470
6,27,2011-04-29,FALSE,1268
6,28,2011-03-04,FALSE,1101.89
6,28,2011-03-11,FALSE,795.89
6,28,2011-03-18,FALSE,759.33
6,28,2011-03-25,FALSE,843.94
6,28,2011-04-01,FALSE,855.15
6,28,2011-04-08,FALSE,714.76
6,28,2011-04-15,FALSE,566.66
6,28,2011-04-22,FALSE,675.72
6,28,2011-04-29,FALSE,787.57
6,29,2011-03-04,FALSE,6333.13
6,29,2011-03-11,FALSE,6359.08
6,29,2011-03-18,FALSE,5903.15
6,29,2011-03-25,FALSE,5021.87
6,29,2011-04-01,FALSE,6405
6,29,2011-04-08,FALSE,6239.88
6,29,2011-04-15,FALSE,6034.42
6,29,2011-04-22,FALSE,6680
6,29,2011-04-29,FALSE,5765.92
6,30,2011-03-04,FALSE,5128.88
6,30,2011-03-11,FALSE,4608.5
6,30,2011-03-18,FALSE,4577.88
6,30,2011-03-25,FALSE,5008.76
6,30,2011-04-01,FALSE,5326
6,30,2011-04-08,FALSE,5379.64
6,30,2011-04-15,FALSE,4910.76
6,30,2011-04-22,FALSE,4821.5
6,30,2011-04-29,FALSE,6668.52
6,31,2011-03-04,FALSE,2781.64
6,31,2011-03-11,FALSE,2701.38
6,31,2011-03-18,FALSE,2441.38
6,31,2011-03-25,FALSE,2030.96
6,31,2011-04-01,FALSE,2308.38
6,31,2011-04-08,FALSE,2463.42
6,31,2011-04-15,FALSE,2513.78
6,31,2011-04-22,FALSE,2533.68
6,31,2011-04-29,FALSE,2498.36
6,32,2011-03-04,FALSE,10475.97
6,32,2011-03-11,FALSE,10359.76
6,32,2011-03-18,FALSE,10014.53
6,32,2011-03-25,FALSE,6970.92
6,32,2011-04-01,FALSE,10816.26
6,32,2011-04-08,FALSE,8305.05
6,32,2011-04-15,FALSE,7637.95
6,32,2011-04-22,FALSE,9005.41
6,32,2011-04-29,FALSE,9469.65
6,33,2011-03-04,FALSE,7069.8
6,33,2011-03-11,FALSE,7958.65
6,33,2011-03-18,FALSE,10329.76
6,33,2011-03-25,FALSE,5834
6,33,2011-04-01,FALSE,9429.92
6,33,2011-04-08,FALSE,8226.76
6,33,2011-04-15,FALSE,6107.25
6,33,2011-04-22,FALSE,6921
6,33,2011-04-29,FALSE,6180.5
6,34,2011-03-04,FALSE,20451.96
6,34,2011-03-11,FALSE,19243.31
6,34,2011-03-18,FALSE,23902.63
6,34,2011-03-25,FALSE,20348.13
6,34,2011-04-01,FALSE,24939.36
6,34,2011-04-08,FALSE,27309.81
6,34,2011-04-15,FALSE,22180.64
6,34,2011-04-22,FALSE,21997.14
6,34,2011-04-29,FALSE,21092.81
6,35,2011-03-04,FALSE,3928
6,35,2011-03-11,FALSE,4434
6,35,2011-03-18,FALSE,4330
6,35,2011-03-25,FALSE,4238
6,35,2011-04-01,FALSE,4280
6,35,2011-04-08,FALSE,4496.5
6,35,2011-04-15,FALSE,3232
6,35,2011-04-22,FALSE,3656.5
6,35,2011-04-29,FALSE,3582.57
6,36,2011-03-04,FALSE,722.5
6,36,2011-03-11,FALSE,3589
6,36,2011-03-18,FALSE,6765
6,36,2011-03-25,FALSE,2590
6,36,2011-04-01,FALSE,4126.5
6,36,2011-04-08,FALSE,3837.5
6,36,2011-04-15,FALSE,3093
6,36,2011-04-22,FALSE,3036.5
6,36,2011-04-29,FALSE,3806.5
6,37,2011-03-04,FALSE,4717.84
6,37,2011-03-11,FALSE,4492.68
6,37,2011-03-18,FALSE,4572.8
6,37,2011-03-25,FALSE,3871.05
6,37,2011-04-01,FALSE,4802.15
6,37,2011-04-08,FALSE,4084.52
6,37,2011-04-15,FALSE,4524.05
6,37,2011-04-22,FALSE,4085.9
6,37,2011-04-29,FALSE,4139.53
6,38,2011-03-04,FALSE,119812.38
6,38,2011-03-11,FALSE,98939.77
6,38,2011-03-18,FALSE,86060.84
6,38,2011-03-25,FALSE,101113.08
6,38,2011-04-01,FALSE,93885.24
6,38,2011-04-08,FALSE,105448.82
6,38,2011-04-15,FALSE,99420.3
6,38,2011-04-22,FALSE,102658.02
6,38,2011-04-29,FALSE,88386.88
6,40,2011-03-04,FALSE,76378.94
6,40,2011-03-11,FALSE,69058.02
6,40,2011-03-18,FALSE,67805.67
6,40,2011-03-25,FALSE,62659.84
6,40,2011-04-01,FALSE,69294.13
6,40,2011-04-08,FALSE,65813.71
6,40,2011-04-15,FALSE,64151.46
6,40,2011-04-22,FALSE,69817.39
6,40,2011-04-29,FALSE,65885.06
6,41,2011-03-04,FALSE,1096
6,41,2011-03-11,FALSE,1275
6,41,2011-03-18,FALSE,1347
6,41,2011-03-25,FALSE,1404
6,41,2011-04-01,FALSE,1241
6,41,2011-04-08,FALSE,1767
6,41,2011-04-15,FALSE,1507
6,41,2011-04-22,FALSE,1165
6,41,2011-04-29,FALSE,887
6,42,2011-03-04,FALSE,9157.52
6,42,2011-03-11,FALSE,9154.36
6,42,2011-03-18,FALSE,9962.9
6,42,2011-03-25,FALSE,9129.82
6,42,2011-04-01,FALSE,10768.67
6,42,2011-04-08,FALSE,10182.55
6,42,2011-04-15,FALSE,9106.64
6,42,2011-04-22,FALSE,9551.89
6,42,2011-04-29,FALSE,9157.19
6,44,2011-03-04,FALSE,6761.82
6,44,2011-03-11,FALSE,6862.47
6,44,2011-03-18,FALSE,7480.28
6,44,2011-03-25,FALSE,7504.8
6,44,2011-04-01,FALSE,8093.37
6,44,2011-04-08,FALSE,6140.78
6,44,2011-04-15,FALSE,7079.66
6,44,2011-04-22,FALSE,7699.85
6,44,2011-04-29,FALSE,6678.47
6,45,2011-03-11,FALSE,101
6,45,2011-03-18,FALSE,70
6,45,2011-04-01,FALSE,32
6,45,2011-04-08,FALSE,79.35
6,45,2011-04-15,FALSE,168.94
6,45,2011-04-22,FALSE,1
6,45,2011-04-29,FALSE,134
6,46,2011-03-04,FALSE,28217.09
6,46,2011-03-11,FALSE,27611.75
6,46,2011-03-18,FALSE,30633.78
6,46,2011-03-25,FALSE,27456.27
6,46,2011-04-01,FALSE,32869.94
6,46,2011-04-08,FALSE,30229.34
6,46,2011-04-15,FALSE,27862.13
6,46,2011-04-22,FALSE,28013.86
6,46,2011-04-29,FALSE,27874.91
6,47,2011-04-08,FALSE,0
6,48,2011-03-04,FALSE,530
6,48,2011-03-11,FALSE,364
6,48,2011-03-18,FALSE,541
6,48,2011-03-25,FALSE,227
6,48,2011-04-01,FALSE,127
6,48,2011-04-08,FALSE,798
6,48,2011-04-15,FALSE,1238
6,48,2011-04-22,FALSE,404
6,48,2011-04-29,FALSE,1075
6,49,2011-03-04,FALSE,18913.33
6,49,2011-03-11,FALSE,13680.63
6,49,2011-03-18,FALSE,12781.57
6,49,2011-03-25,FALSE,14641.58
6,49,2011-04-01,FALSE,12007.04
6,49,2011-04-08,FALSE,14085.26
6,49,2011-04-15,FALSE,13821.32
6,49,2011-04-22,FALSE,11002.94
6,49,2011-04-29,FALSE,13141.94
6,52,2011-03-04,FALSE,4439.67
6,52,2011-03-11,FALSE,5647.84
6,52,2011-03-18,FALSE,5952.45
6,52,2011-03-25,FALSE,5146.79
6,52,2011-04-01,FALSE,4668.68
6,52,2011-04-08,FALSE,5547.81
6,52,2011-04-15,FALSE,3991.65
6,52,2011-04-22,FALSE,4519.05
6,52,2011-04-29,FALSE,5055.8
6,54,2011-03-04,FALSE,321
6,54,2011-03-11,FALSE,383
6,54,2011-03-18,FALSE,510
6,54,2011-03-25,FALSE,115.97
6,54,2011-04-01,FALSE,178.5
6,54,2011-04-08,FALSE,201
6,54,2011-04-15,FALSE,146
6,54,2011-04-22,FALSE,224
6,54,2011-04-29,FALSE,100
6,55,2011-03-04,FALSE,20315.55
6,55,2011-03-11,FALSE,20316.28
6,55,2011-03-18,FALSE,24554.52
6,55,2011-03-25,FALSE,16231.58
6,55,2011-04-01,FALSE,18732.99
6,55,2011-04-08,FALSE,17151.22
6,55,2011-04-15,FALSE,14624.47
6,55,2011-04-22,FALSE,16812.64
6,55,2011-04-29,FALSE,14987.64
6,56,2011-03-04,FALSE,10654.15
6,56,2011-03-11,FALSE,15100.23
